Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jrue Holiday,26:10,9,15,.600,6,10,.600,0,0,,0,3,3,7,3,1,0,1,24,+27
Khris Middleton,25:15,10,13,.769,4,5,.800,1,1,1.000,2,2,4,5,2,0,5,3,25,+28
Giannis Antetokounmpo,24:14,3,9,.333,0,2,.000,3,5,.600,0,6,6,6,3,0,2,2,9,+23
Donte DiVincenzo,19:16,6,8,.750,5,6,.833,0,0,,0,1,1,2,2,0,1,2,17,+28
Brook Lopez,18:11,4,5,.800,3,4,.750,3,3,1.000,0,2,2,0,0,0,1,1,14,+22
Bobby Portis,26:20,4,10,.400,1,3,.333,2,2,1.000,3,6,9,1,1,0,2,4,11,+27
D.J. Augustin,20:44,3,5,.600,2,4,.500,2,2,1.000,3,1,4,2,0,0,1,0,10,+21
Thanasis Antetokounmpo,20:00,2,3,.667,1,2,.500,0,0,,1,4,5,4,1,0,4,2,5,+23
Bryn Forbes,17:38,5,8,.625,2,5,.400,0,0,,0,2,2,1,0,0,1,2,12,+9
Pat Connaughton,12:13,1,3,.333,1,2,.500,0,0,,0,2,2,3,1,1,0,0,3,+15
Jordan Nwora,11:48,2,7,.286,2,3,.667,2,2,1.000,0,2,2,0,1,0,0,2,8,+5
D.J. Wilson,9:23,1,5,.200,1,4,.250,0,0,,1,2,3,0,0,0,0,3,3,+4
Sam Merrill,8:48,1,1,1.000,1,1,1.000,0,0,,0,2,2,1,0,0,0,0,3,+3
