Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
MIL,240,.730,.712,.554,.163,27.0,92.1,60.0,62.7,13.5,4.8,14.7,100.0,139.3,93.8
MIA,240,.558,.538,.468,.228,7.9,73.0,40.0,62.2,8.7,14.6,19.5,100.0,93.8,139.3
