Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Julius Randle,32:26,.664,.600,.200,.467,8.5,37.6,24.0,18.4,1.5,0.0,18.1,27.5,120,86,8.7
RJ Barrett,25:36,.288,.231,.077,.154,3.6,6.4,5.1,19.5,3.7,0.0,0.0,21.9,84,90,-5.1
Elfrid Payton,23:24,.500,.500,.083,.000,7.9,3.5,5.5,12.9,2.0,0.0,7.7,22.5,107,95,0.6
Mitchell Robinson,19:48,.644,.833,.000,.667,23.3,37.0,30.6,7.6,4.8,0.0,11.4,17.9,124,79,9.7
Reggie Bullock,18:30,.429,.429,.714,.000,0.0,13.2,7.0,6.7,2.6,0.0,0.0,15.3,101,90,-4.3
Alec Burks,25:40,.000,.000,.667,.000,0.0,25.4,13.5,4.3,0.0,0.0,0.0,4.7,21,93,-10.4
Immanuel Quickley,21:32,.477,.400,.467,.267,4.3,3.8,4.0,6.8,0.0,0.0,0.0,31.5,112,99,1.2
Derrick Rose,19:58,.636,.636,.091,.000,0.0,12.2,6.5,53.1,9.5,0.0,15.4,26.3,121,76,17.7
Nerlens Noel,16:12,.368,.400,.000,.200,5.7,15.1,10.7,7.8,0.0,16.2,0.0,13.6,94,83,-0.9
Obi Toppin,15:34,.800,.800,.200,.000,0.0,15.7,8.3,9.7,0.0,5.6,16.7,15.6,129,91,4.8
Taj Gibson,12:00,.510,.400,.400,.400,7.7,13.6,10.8,0.0,0.0,0.0,0.0,19.8,120,96,-1.9
Kevin Knox,3:50,.000,.000,1.000,.000,24.1,0.0,11.3,0.0,0.0,0.0,50.0,21.1,31,98,-32.6
Austin Rivers,2:45,.568,,,,0.0,0.0,0.0,0.0,0.0,0.0,53.2,27.6,52,99,-27.8
Theo Pinson,2:45,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,99,-12.9
