Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
NYK,0,240,44,98,.449,6,24,.250,15,22,.682,15,50,65,22,11,4,11,22,109
WAS,1,240,34,89,.382,9,34,.265,14,20,.700,9,37,46,20,5,5,14,18,91
