Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jalen Brunson,32:57,2,4,.500,0,0,,5,6,.833,1,2,3,3,1,0,2,2,9,-9
Tim Hardaway,30:35,4,13,.308,1,6,.167,6,6,1.000,0,2,2,0,0,0,0,1,15,-19
Luka Dončić,29:28,9,18,.500,1,6,.167,7,12,.583,0,5,5,8,0,1,3,0,26,-15
Josh Green,20:00,2,5,.400,1,3,.333,1,2,.500,2,0,2,0,1,0,3,2,6,-17
Willie Cauley-Stein,18:16,3,4,.750,0,0,,0,0,,1,2,3,0,0,1,0,3,6,-26
Trey Burke,23:48,4,9,.444,1,4,.250,4,4,1.000,0,1,1,1,3,0,0,2,13,-16
Wesley Iwundu,22:49,0,2,.000,0,2,.000,1,2,.500,0,3,3,0,1,0,0,3,1,-7
Boban Marjanović,19:17,6,11,.545,0,0,,3,4,.750,4,8,12,0,0,0,1,2,15,+9
James Johnson,16:12,2,3,.667,1,1,1.000,0,0,,0,1,1,1,0,1,0,4,5,-7
Tyrell Terry,12:00,1,4,.250,0,1,.000,0,0,,0,2,2,2,1,0,0,1,2,-4
Nate Hinton,7:19,2,7,.286,0,2,.000,1,2,.500,0,0,0,0,0,0,1,1,5,-7
Tyler Bey,7:19,2,3,.667,0,0,,1,2,.500,2,0,2,0,0,1,0,2,5,-7
