Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Julius Randle,38:11,4,12,.333,1,2,.500,6,9,.667,1,9,10,11,1,0,3,5,15,0
RJ Barrett,33:33,7,13,.538,2,4,.500,4,5,.800,0,5,5,2,1,0,1,1,20,+5
Nerlens Noel,24:54,2,4,.500,0,0,,2,2,1.000,0,5,5,1,1,4,2,3,6,-5
Reggie Bullock,20:27,3,5,.600,2,4,.500,0,0,,0,1,1,1,0,0,0,1,8,-15
Elfrid Payton,15:11,5,9,.556,2,2,1.000,0,0,,0,0,0,0,1,0,1,3,12,-11
Alec Burks,33:06,5,15,.333,3,8,.375,6,6,1.000,0,5,5,2,0,0,1,2,19,+16
Immanuel Quickley,30:34,7,12,.583,4,6,.667,2,2,1.000,2,2,4,2,1,0,0,2,20,+19
Taj Gibson,27:54,1,4,.250,0,0,,4,4,1.000,5,3,8,1,1,1,2,6,6,+6
Derrick Rose,26:17,8,17,.471,0,4,.000,3,3,1.000,2,2,4,3,1,2,2,1,19,+2
Obi Toppin,14:49,3,5,.600,0,2,.000,2,2,1.000,1,5,6,1,0,0,0,1,8,+4
Frank Ntilikina,0:04,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
