Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Tobias Harris,41:23,10,12,.833,3,3,1.000,0,0,,1,7,8,3,0,1,3,0,23,+15
Ben Simmons,35:45,7,10,.700,0,0,,1,3,.333,1,2,3,11,2,1,2,5,15,+7
Joel Embiid,30:13,11,15,.733,2,2,1.000,14,15,.933,3,8,11,3,1,0,5,5,38,+13
Seth Curry,27:01,6,10,.600,3,5,.600,0,0,,0,0,0,1,1,0,2,4,15,+18
Danny Green,24:34,2,7,.286,1,6,.167,0,0,,0,3,3,1,1,1,0,1,5,+6
Matisse Thybulle,20:52,4,8,.500,1,3,.333,0,0,,1,3,4,0,0,2,0,2,9,+7
Shake Milton,18:28,2,7,.286,0,2,.000,2,2,1.000,0,0,0,2,1,0,1,3,6,-6
Dwight Howard,17:47,0,2,.000,0,0,,3,4,.750,4,8,12,0,3,2,5,2,3,-1
Furkan Korkmaz,17:42,2,9,.222,2,7,.286,0,0,,0,1,1,2,0,0,1,1,6,0
Tyrese Maxey,6:12,1,1,1.000,0,0,,0,0,,0,3,3,0,0,0,0,0,2,+1
