Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Chris Webber,33:24,9,20,.450,0,0,,0,2,.000,4,9,13,6,1,1,3,3,18,+21
Doug Christie,31:48,5,9,.556,0,2,.000,2,2,1.000,1,1,2,2,1,0,0,1,12,+19
Mike Bibby,28:45,7,13,.538,2,4,.500,4,5,.800,0,4,4,4,1,0,1,0,20,+21
Vlade Divac,26:00,4,8,.500,0,2,.000,1,2,.500,1,5,6,4,3,0,0,3,9,+23
Peja Stojaković,24:35,1,5,.200,1,3,.333,0,0,,0,1,1,1,0,0,0,0,3,+18
Keon Clark,23:14,2,4,.500,0,0,,3,4,.750,2,5,7,2,0,1,2,2,7,+3
Jim Jackson,20:38,4,8,.500,0,1,.000,0,0,,0,3,3,1,0,0,0,1,8,+5
Damon Jones,19:15,3,3,1.000,3,3,1.000,1,2,.500,0,2,2,2,1,1,2,2,10,+4
Hedo Türkoğlu,19:04,2,5,.400,0,1,.000,2,2,1.000,0,6,6,1,0,0,1,1,6,+8
Lawrence Funderburke,6:48,2,4,.500,0,0,,0,0,,0,1,1,2,0,0,0,2,4,-2
Gerald Wallace,3:42,2,3,.667,0,0,,0,0,,1,0,1,0,0,1,0,0,4,+3
Mateen Cleaves,2:47,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,+2
