Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DAL,1,240,39,79,.494,17,41,.415,4,5,.800,4,29,33,24,8,4,14,16,99
LAC,0,240,43,86,.500,14,32,.438,9,11,.818,9,37,46,23,10,0,9,12,109
