Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DEN,1,240,45,97,.464,15,28,.536,16,19,.842,17,37,54,32,7,7,10,15,121
IND,0,240,39,90,.433,17,42,.405,11,13,.846,10,29,39,28,8,9,11,13,106
