Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
LAC,1,240,47,88,.534,16,31,.516,14,16,.875,7,39,46,32,6,10,13,21,124
MIN,0,240,37,89,.416,13,38,.342,14,17,.824,11,28,39,22,7,6,14,15,101
