Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Shai Gilgeous-Alexander,38:01,13,20,.650,6,11,.545,10,11,.909,0,8,8,4,0,1,4,1,42,+15
Théo Maledon,34:44,1,5,.200,1,4,.250,0,0,,0,3,3,3,4,0,1,2,3,+7
Luguentz Dort,30:44,6,12,.500,4,7,.571,0,0,,1,3,4,1,0,0,2,0,16,+6
Darius Bazley,30:18,0,8,.000,0,3,.000,0,0,,3,7,10,0,0,0,2,0,0,+11
Al Horford,29:39,7,16,.438,2,6,.333,0,0,,3,4,7,7,0,0,0,1,16,+10
Kenrich Williams,18:01,1,3,.333,1,1,1.000,0,0,,1,4,5,1,0,1,2,2,3,-6
Mike Muscala,17:29,3,8,.375,1,5,.200,0,0,,1,4,5,0,0,1,0,3,7,-11
Isaiah Roby,17:01,2,5,.400,1,2,.500,0,0,,1,4,5,1,2,1,3,5,5,-10
Justin Jackson,13:16,2,6,.333,1,3,.333,0,0,,0,3,3,3,0,0,2,0,5,-2
Hamidou Diallo,10:47,2,6,.333,1,2,.500,0,0,,0,2,2,1,0,0,1,0,5,-5
