Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jerami Grant,38:36,7,17,.412,2,7,.286,14,15,.933,0,7,7,1,0,0,2,3,30,-4
Saddiq Bey,32:07,6,10,.600,5,9,.556,0,0,,3,3,6,2,1,0,0,2,17,-9
Mason Plumlee,26:35,2,6,.333,0,0,,2,4,.500,2,7,9,6,0,1,2,5,6,-22
Dennis Smith,26:33,7,13,.538,2,5,.400,1,2,.500,1,0,1,6,0,1,0,2,17,-7
Wayne Ellington,16:52,1,4,.250,1,4,.250,0,0,,0,0,0,2,0,0,0,2,3,-12
Josh Jackson,28:28,6,14,.429,1,4,.250,1,5,.200,1,4,5,1,3,2,0,3,14,+10
Saben Lee,21:26,4,9,.444,0,0,,0,2,.000,1,3,4,0,0,1,2,3,8,+2
Isaiah Stewart,21:25,3,3,1.000,0,0,,0,0,,2,9,11,2,1,1,3,3,6,+19
Sviatoslav Mykhailiuk,18:34,1,5,.200,1,3,.333,3,4,.750,0,0,0,0,1,0,1,1,6,+7
Sekou Doumbouya,9:24,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,0,1,1,0,+1
