Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Harrison Barnes,40:18,8,16,.500,5,9,.556,2,2,1.000,0,7,7,2,0,1,3,1,23,-7
Tyrese Haliburton,37:29,10,20,.500,2,7,.286,2,2,1.000,1,2,3,8,1,0,1,1,24,-6
Buddy Hield,36:35,9,13,.692,6,8,.750,1,1,1.000,1,5,6,3,1,0,1,5,25,-9
Maurice Harkless,30:59,3,8,.375,0,4,.000,1,1,1.000,0,2,2,1,1,0,1,3,7,-5
Richaun Holmes,22:14,4,6,.667,0,0,,3,6,.500,2,3,5,0,0,1,0,0,11,-6
Delon Wright,27:04,2,5,.400,0,2,.000,3,4,.750,2,4,6,5,2,1,0,3,7,+3
Chimezie Metu,17:23,2,8,.250,0,0,,3,3,1.000,0,1,1,1,2,2,2,2,7,+6
Terence Davis,15:54,2,8,.250,1,6,.167,1,2,.500,0,6,6,2,1,0,0,0,6,+4
Damian Jones,8:23,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-4
Kyle Guy,3:39,1,2,.500,0,1,.000,1,1,1.000,0,1,1,0,0,0,1,0,3,+4
