Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
CJ McCollum,43:50,17,30,.567,9,16,.563,1,2,.500,0,3,3,8,1,0,0,1,44,+8
Damian Lillard,41:21,11,28,.393,5,13,.385,5,5,1.000,1,4,5,9,1,0,5,1,32,+9
Robert Covington,38:28,3,7,.429,1,4,.250,2,2,1.000,1,7,8,0,2,0,2,3,9,+16
Derrick Jones,36:24,2,4,.500,0,0,,2,4,.500,2,4,6,1,1,1,0,5,6,+5
Jusuf Nurkić,34:45,5,11,.455,0,2,.000,2,6,.333,3,8,11,6,0,1,3,3,12,+10
Carmelo Anthony,20:26,2,9,.222,1,2,.500,0,0,,0,1,1,2,2,0,0,2,5,-16
Enes Kanter,18:15,4,5,.800,0,0,,2,2,1.000,4,5,9,0,0,1,2,2,10,-8
Rodney Hood,15:45,1,2,.500,1,2,.500,0,0,,0,0,0,1,2,0,1,2,3,-1
Anfernee Simons,9:51,2,5,.400,2,5,.400,1,2,.500,0,1,1,0,1,2,0,0,7,-5
Gary Trent,5:55,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,1,0,-8
