Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
POR,1,265,47,102,.461,19,45,.422,15,23,.652,11,34,45,27,10,5,13,20,128
HOU,0,265,45,87,.517,11,35,.314,25,32,.781,10,32,42,27,5,5,16,22,126
