Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
LAL,240,.546,.523,.279,.291,16.2,81.6,49.3,48.8,5.1,3.3,10.2,100.0,107.7,108.7
PHI,240,.555,.535,.294,.306,18.4,83.8,50.7,58.5,10.2,11.3,10.2,100.0,108.7,107.7
