Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jayson Tatum,38:25,9,19,.474,4,10,.400,5,6,.833,0,9,9,3,0,0,4,2,27,+13
Jaylen Brown,32:07,8,20,.400,1,6,.167,1,1,1.000,2,8,10,4,0,1,3,5,18,+4
Kemba Walker,30:30,6,18,.333,3,9,.333,4,4,1.000,3,4,7,5,0,0,0,1,19,+9
Daniel Theis,28:41,3,7,.429,1,2,.500,1,2,.500,2,9,11,1,1,1,1,4,8,+24
Tristan Thompson,25:21,5,5,1.000,0,0,,3,6,.500,3,5,8,0,0,0,3,3,13,-4
Grant Williams,27:21,4,4,1.000,3,3,1.000,4,6,.667,2,2,4,0,0,2,1,1,15,-13
Javonte Green,20:29,1,2,.500,0,0,,0,0,,0,0,0,0,1,0,0,2,2,-2
Jeff Teague,17:09,3,6,.500,1,2,.500,2,2,1.000,0,0,0,2,1,0,2,0,9,-4
Semi Ojeleye,11:25,0,2,.000,0,2,.000,0,0,,0,0,0,1,0,0,0,0,0,+2
Robert Williams,8:29,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,1,2,0,-9
