Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Coby White,33:09,9,16,.563,7,12,.583,0,0,,2,5,7,5,1,1,2,1,25,+13
Zach LaVine,32:40,10,24,.417,3,9,.333,2,2,1.000,3,2,5,2,2,0,0,2,25,+4
Nikola Vučević,32:05,7,16,.438,2,5,.400,2,2,1.000,4,10,14,10,2,1,4,2,18,+12
Daniel Theis,28:31,3,9,.333,1,3,.333,2,2,1.000,2,6,8,0,1,0,0,3,9,+7
Patrick Williams,26:45,3,7,.429,1,3,.333,0,0,,1,3,4,2,2,0,1,2,7,+9
Garrett Temple,28:46,1,5,.200,1,2,.500,1,2,.500,3,3,6,0,0,0,0,4,4,+17
Thaddeus Young,17:47,2,6,.333,0,0,,5,5,1.000,0,3,3,1,1,1,2,2,9,+11
Lauri Markkanen,14:13,1,5,.200,1,3,.333,5,5,1.000,0,2,2,0,0,0,0,3,8,+6
Tomáš Satoranský,13:09,2,6,.333,0,1,.000,0,0,,0,1,1,4,0,1,0,1,4,+5
Javonte Green,6:07,1,1,1.000,1,1,1.000,0,0,,0,1,1,0,0,0,0,0,3,+10
Devon Dotson,1:42,2,2,1.000,0,0,,0,0,,0,0,0,0,1,0,0,0,4,+4
Ryan Arcidiacono,1:42,1,1,1.000,1,1,1.000,0,0,,0,1,1,0,0,0,0,0,3,+4
Denzel Valentine,1:42,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,0,0,2,+4
Cristiano Felício,1:42,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,+4
