Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Coby White,33:09,.781,.781,.750,.000,5.7,15.1,10.2,24.2,1.5,3.1,11.1,22.5,146,104,15.1
Zach LaVine,32:40,.502,.479,.375,.083,8.6,6.1,7.4,10.4,3.0,0.0,0.0,31.5,117,105,3.4
Nikola Vučević,32:05,.533,.500,.313,.125,11.7,31.2,21.2,46.0,3.1,3.2,19.2,26.9,117,94,11.4
Daniel Theis,28:31,.455,.389,.333,.222,6.6,21.0,13.6,0.0,1.7,0.0,0.0,14.3,112,103,-6.3
Patrick Williams,26:45,.500,.500,.429,.000,3.5,11.2,7.3,9.5,3.7,0.0,12.5,12.4,106,102,-1.6
Garrett Temple,28:46,.340,.300,.400,.400,9.8,10.4,10.1,0.0,0.0,0.0,0.0,8.5,105,110,-10.1
Thaddeus Young,17:47,.549,.333,.000,.833,0.0,16.9,8.2,7.2,2.8,5.7,19.6,23.8,100,98,-4.3
Lauri Markkanen,14:13,.556,.300,.600,1.000,0.0,14.1,6.8,0.0,0.0,0.0,0.0,21.0,131,109,-7.1
Tomáš Satoranský,13:09,.333,.333,.167,.000,0.0,7.6,3.7,40.9,0.0,7.8,0.0,18.9,107,107,-2.1
Javonte Green,6:07,1.500,1.500,1.000,.000,0.0,16.3,7.9,0.0,0.0,0.0,0.0,6.8,300,108,9.7
Cristiano Felício,1:42,,,,,0.0,0.0,0.0,65.7,0.0,0.0,,0.0,242,114,17.1
Devon Dotson,1:42,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,29.2,0.0,0.0,48.7,200,47,82.9
Ryan Arcidiacono,1:42,1.500,1.500,1.000,.000,0.0,58.8,28.5,0.0,0.0,0.0,0.0,24.4,300,94,57.4
Denzel Valentine,1:42,1.000,1.000,.000,.000,0.0,0.0,0.0,100.0,0.0,0.0,0.0,24.4,209,114,40.1
