Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Trae Young,38:22,11,24,.458,1,7,.143,6,6,1.000,1,2,3,9,1,0,3,2,29,-4
John Collins,32:43,5,11,.455,0,1,.000,0,0,,1,7,8,0,1,0,0,0,10,-5
Clint Capela,30:49,10,12,.833,0,0,,5,8,.625,9,8,17,2,1,1,2,3,25,+8
Kevin Huerter,27:45,4,9,.444,2,4,.500,0,0,,0,0,0,1,0,0,2,3,10,-7
Tony Snell,20:35,0,1,.000,0,1,.000,0,0,,0,2,2,1,0,0,1,3,0,-6
Bogdan Bogdanović,31:33,7,11,.636,4,6,.667,2,2,1.000,0,4,4,1,2,1,1,2,20,+3
De'Andre Hunter,25:45,1,7,.143,0,2,.000,0,0,,0,4,4,1,0,1,2,5,2,+8
Danilo Gallinari,25:40,3,9,.333,0,3,.000,6,7,.857,0,3,3,2,0,0,2,1,12,-3
Onyeka Okongwu,3:28,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,+2
Nathan Knight,3:20,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-6
