Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kentavious Caldwell-Pope,41:00,.633,.583,.667,.222,0.0,13.8,7.3,6.9,2.4,3.1,0.0,21.8,137,106,4.3
Dennis Schröder,39:25,.502,.479,.250,.083,0.0,17.2,9.1,32.4,1.3,6.4,7.4,30.9,111,106,-0.2
Kyle Kuzma,37:49,.838,.833,.333,.667,6.7,11.9,9.4,19.8,2.6,3.3,11.4,10.5,166,106,9.4
Markieff Morris,36:48,.417,.417,.667,.000,17.1,21.5,19.4,10.2,0.0,3.4,25.0,19.7,90,110,-7.4
Andre Drummond,30:28,.729,.667,.000,.533,8.3,22.2,15.6,17.1,3.2,4.1,9.7,30.5,141,102,8.7
Talen Horton-Tucker,22:23,.633,.600,.200,.600,0.0,25.2,13.3,5.8,0.0,0.0,13.7,14.8,115,112,-6.2
Montrezl Harrell,20:39,.761,.714,.000,.286,12.2,27.3,20.2,14.6,0.0,0.0,20.2,21.7,132,112,2.3
Alex Caruso,19:20,1.000,1.000,.000,.000,0.0,5.8,3.1,6.4,2.6,0.0,33.3,7.0,125,109,-2.9
Ben McLemore,10:29,.500,.500,1.000,.000,0.0,21.5,11.4,0.0,0.0,24.1,25.0,17.3,73,96,-4.0
Wesley Matthews,6:39,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0,117,-14.2
