Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Donovan Mitchell,38:34,16,30,.533,4,12,.333,6,7,.857,1,3,4,6,2,0,4,4,42,-10
Royce O'Neale,33:07,3,5,.600,3,5,.600,2,2,1.000,3,4,7,3,0,0,2,2,11,-4
Rudy Gobert,33:04,4,8,.500,0,1,.000,2,10,.200,5,8,13,0,2,2,0,3,10,-4
Joe Ingles,32:58,12,17,.706,8,10,.800,2,3,.667,1,4,5,2,2,0,0,3,34,+2
Bojan Bogdanović,30:33,2,12,.167,0,6,.000,2,2,1.000,0,5,5,0,3,0,2,4,6,-5
Jordan Clarkson,24:38,2,11,.182,1,8,.125,2,3,.667,0,4,4,6,0,0,5,3,7,-12
Georges Niang,16:30,1,7,.143,1,4,.250,0,0,,1,3,4,1,0,0,2,3,3,-6
Derrick Favors,13:59,2,2,1.000,0,0,,0,1,.000,0,3,3,1,1,1,1,3,4,-7
Miye Oni,12:49,2,4,.500,1,2,.500,0,0,,0,1,1,0,0,0,0,2,5,-7
Elijah Hughes,0:57,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2
Trent Forrest,0:57,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+2
Juwan Morgan,0:57,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2
Jarrell Brantley,0:57,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2
