Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SAC,1,240,50,92,.543,16,36,.444,10,17,.588,9,24,33,32,6,2,10,19,126
CHO,0,240,45,83,.542,11,30,.367,26,27,.963,7,30,37,30,3,6,16,20,127
