Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Rui Hachimura,34:10,.423,.423,.231,.000,3.8,19.6,12.3,4.5,0.0,0.0,7.1,17.8,85,134,-10.7
Bradley Beal,32:22,.567,.400,.200,.667,0.0,13.8,7.4,20.4,1.5,0.0,20.5,32.8,99,132,-6.8
Russell Westbrook,28:44,.380,.214,.214,.714,0.0,15.5,8.4,60.8,3.4,0.0,17.9,33.9,92,128,-2.2
Garrison Mathews,21:04,1.078,1.500,1.000,3.000,0.0,21.2,11.4,0.0,0.0,0.0,30.1,6.9,124,134,-5.2
Alex Len,11:32,.868,1.000,.000,1.000,22.5,9.7,15.6,0.0,0.0,20.1,25.8,14.6,133,122,3.7
Moritz Wagner,23:28,.955,.875,.500,1.000,0.0,4.8,2.6,19.3,2.1,0.0,14.8,12.5,168,134,3.6
Deni Avdija,21:47,.841,.857,.571,.429,6.0,15.4,11.0,0.0,0.0,0.0,0.0,16.6,163,135,0.7
Raul Neto,18:36,.450,.438,.250,.250,0.0,18.0,9.7,8.5,2.6,0.0,0.0,20.8,96,129,-4.5
Isaac Bonga,15:46,.667,.667,.333,.000,24.7,14.2,19.0,9.5,0.0,4.9,40.0,13.8,106,132,-3.8
Troy Brown,15:28,.800,.800,.400,.000,0.0,7.2,3.9,10.8,0.0,0.0,0.0,14.1,153,138,4.1
Robin Lopez,7:07,.872,1.000,.000,.333,0.0,0.0,0.0,0.0,0.0,10.9,22.5,27.1,103,132,2.3
Cassius Winston,5:03,.750,.750,.500,.000,0.0,44.2,23.8,66.7,0.0,0.0,0.0,17.2,171,128,17.5
Anthony Gill,4:53,.500,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,96,140,-8.7
