Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
ATL,1,240,37,80,.463,10,26,.385,24,25,.960,9,37,46,20,7,9,14,17,108
LAC,0,240,36,89,.404,8,26,.308,19,22,.864,13,33,46,23,11,4,12,19,99
