Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
LeBron James,37:58,6,16,.375,2,7,.286,5,8,.625,0,5,5,5,1,0,5,1,19,-9
Anthony Davis,37:02,6,16,.375,0,1,.000,5,7,.714,5,12,17,7,2,3,1,3,17,+12
Dennis Schröder,33:08,8,15,.533,1,5,.200,8,9,.889,1,4,5,3,2,0,3,3,25,+7
Kentavious Caldwell-Pope,22:54,1,3,.333,1,3,.333,1,1,1.000,1,2,3,2,0,0,1,2,4,-2
Marc Gasol,16:15,2,5,.400,1,2,.500,0,0,,0,1,1,1,1,0,2,1,5,+4
Montrezl Harrell,28:09,7,8,.875,0,0,,3,5,.600,2,6,8,1,0,2,0,2,17,+2
Kyle Kuzma,24:45,6,11,.545,3,7,.429,0,0,,2,8,10,0,0,0,2,4,15,-13
Alex Caruso,19:30,3,5,.600,1,3,.333,0,0,,1,0,1,4,0,0,1,3,7,+7
Wesley Matthews,14:37,1,3,.333,0,1,.000,1,1,1.000,0,0,0,0,0,0,0,2,3,-6
Markieff Morris,5:39,0,1,.000,0,0,,1,2,.500,0,0,0,0,0,0,1,1,1,-12
