Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Kendrick Nunn,35:41,3,12,.250,0,4,.000,0,0,,0,2,2,1,3,0,2,1,6,-4
Bam Adebayo,32:58,3,8,.375,0,0,,5,6,.833,0,2,2,3,0,0,1,0,11,-5
Duncan Robinson,30:47,5,11,.455,4,9,.444,0,0,,0,1,1,1,0,1,1,2,14,-8
Goran Dragić,30:12,5,11,.455,0,1,.000,4,4,1.000,0,3,3,4,1,1,1,3,14,-1
Kelly Olynyk,22:46,3,6,.500,0,2,.000,1,2,.500,1,5,6,2,4,0,0,4,7,+3
Tyler Herro,28:22,3,12,.250,3,7,.429,0,0,,2,3,5,1,4,0,1,1,9,-18
Andre Iguodala,20:13,0,3,.000,0,2,.000,2,4,.500,1,2,3,2,2,1,0,0,2,-15
Gabe Vincent,17:48,3,7,.429,1,5,.200,2,2,1.000,0,0,0,1,1,0,1,0,9,-13
Precious Achiuwa,15:02,1,1,1.000,0,0,,0,2,.000,1,3,4,0,1,1,0,2,2,-9
Max Strus,6:11,2,4,.500,1,3,.333,1,2,.500,0,0,0,0,0,0,0,0,6,0
