Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
CLE,240,.590,.541,.407,.302,17.1,83.3,45.1,69.2,10.6,9.3,14.9,100.0,110.8,130.1
TOR,240,.732,.715,.372,.163,16.7,82.9,54.9,54.7,11.6,21.6,15.6,100.0,130.1,110.8
