Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
SAS,240,.520,.452,.313,.386,16.7,81.1,44.7,62.9,4.2,5.8,9.3,100.0,105.4,130.4
CLE,240,.639,.593,.395,.314,18.9,83.3,55.3,64.4,5.2,7.0,5.8,100.0,130.4,105.4
