Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Devin Vassell,30:36,6,10,.600,1,3,.333,1,2,.500,1,3,4,2,0,1,0,0,14,-8
Keldon Johnson,26:11,2,10,.200,1,3,.333,1,2,.500,0,2,2,1,0,0,0,0,6,-20
Dejounte Murray,19:22,2,6,.333,0,2,.000,3,4,.750,1,2,3,3,0,0,2,1,7,-30
DeMar DeRozan,17:43,3,8,.375,0,0,,0,0,,0,1,1,3,1,0,0,1,6,-22
Jakob Poeltl,12:51,4,8,.500,0,0,,0,0,,3,1,4,1,2,0,0,3,8,-18
Luka Šamanić,24:06,6,14,.429,2,4,.500,1,2,.500,1,4,5,1,0,1,3,1,15,-3
Tre Jones,23:46,5,8,.625,1,1,1.000,0,0,,1,1,2,3,0,0,0,1,11,+2
Drew Eubanks,21:59,4,8,.500,1,1,1.000,5,6,.833,2,7,9,1,0,2,0,3,14,+1
Lonnie Walker,20:55,3,11,.273,1,4,.250,0,0,,0,2,2,5,1,0,0,1,7,-23
Keita Bates-Diop,15:51,1,2,.500,0,0,,1,2,.500,0,1,1,0,2,1,1,0,3,+4
Gorgui Dieng,13:10,1,5,.200,0,3,.000,1,2,.500,0,1,1,2,1,0,1,2,3,-15
Patty Mills,6:45,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-14
Rudy Gay,6:45,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-14
