Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Saddiq Bey,34:33,4,11,.364,2,7,.286,2,2,1.000,0,6,6,0,2,0,2,0,12,+5
Isaiah Stewart,32:49,8,10,.800,0,0,,0,1,.000,4,9,13,4,1,1,3,2,16,+8
Cory Joseph,31:52,10,14,.714,0,1,.000,4,5,.800,0,3,3,7,1,1,3,3,24,+6
Dennis Smith,26:44,3,5,.600,0,1,.000,2,2,1.000,1,0,1,4,0,0,0,5,8,-2
Josh Jackson,25:34,4,13,.308,2,5,.400,0,0,,0,7,7,2,1,0,4,2,10,+7
Killian Hayes,20:58,5,7,.714,1,2,.500,0,0,,0,3,3,2,0,1,2,1,11,+12
Hamidou Diallo,16:42,4,9,.444,0,1,.000,2,3,.667,2,1,3,1,1,1,0,3,10,+8
Jahlil Okafor,15:11,3,6,.500,1,1,1.000,4,4,1.000,0,3,3,3,0,0,1,3,11,+4
Frank Jackson,13:59,1,3,.333,1,2,.500,2,2,1.000,0,0,0,0,1,0,1,0,5,-4
Sekou Doumbouya,13:27,2,4,.500,1,1,1.000,1,1,1.000,0,3,3,0,0,0,0,4,6,+7
Wayne Ellington,8:11,0,2,.000,0,2,.000,0,0,,0,1,1,1,0,0,0,1,0,+9
