Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
IND,1,240,40,78,.513,12,29,.414,37,45,.822,7,38,45,26,5,8,13,25,129
TOR,0,240,38,93,.409,14,38,.368,24,27,.889,13,26,39,24,9,6,10,25,114
