Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Malcolm Brogdon,36:42,10,17,.588,3,5,.600,13,14,.929,0,7,7,9,1,0,3,3,36,+15
Myles Turner,32:59,5,9,.556,0,0,,11,16,.688,2,7,9,1,0,3,1,1,21,+14
Justin Holiday,30:29,2,6,.333,1,5,.200,0,0,,2,4,6,1,1,0,0,2,5,+6
Doug McDermott,17:12,1,3,.333,0,2,.000,0,0,,0,1,1,0,0,0,0,2,2,+3
Domantas Sabonis,10:48,3,5,.600,2,2,1.000,3,4,.750,0,3,3,2,0,0,2,1,11,+3
Jeremy Lamb,32:59,7,12,.583,3,6,.500,5,5,1.000,1,6,7,2,1,0,2,5,22,+10
T.J. McConnell,28:34,4,6,.667,1,1,1.000,0,0,,1,4,5,9,2,2,3,2,9,+13
Aaron Holiday,26:05,4,11,.364,2,6,.333,0,0,,0,1,1,2,0,0,0,3,10,+11
Goga Bitadze,11:57,3,5,.600,0,1,.000,4,4,1.000,0,2,2,0,0,2,0,2,10,-2
Edmond Sumner,9:18,1,3,.333,0,1,.000,1,2,.500,0,3,3,0,0,0,2,3,3,+5
Cassius Stanley,2:57,0,1,.000,0,0,,0,0,,1,0,1,0,0,1,0,1,0,-3
