Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Dejounte Murray,36:23,8,17,.471,1,4,.250,5,5,1.000,3,7,10,11,1,0,3,3,22,+10
DeMar DeRozan,35:29,7,13,.538,0,1,.000,6,7,.857,0,4,4,8,1,0,2,3,20,-9
Jakob Poeltl,28:41,3,5,.600,0,0,,0,0,,2,5,7,2,2,2,1,4,6,+11
Keldon Johnson,27:32,5,8,.625,0,2,.000,4,5,.800,0,6,6,0,0,0,0,1,14,-14
Devin Vassell,25:06,4,10,.400,2,6,.333,1,3,.333,0,2,2,1,0,1,0,0,11,-5
Lonnie Walker,29:21,7,15,.467,3,6,.500,1,1,1.000,0,3,3,1,0,0,0,3,18,-2
Rudy Gay,22:24,5,11,.455,3,7,.429,0,1,.000,1,1,2,1,0,0,1,0,13,+9
Patty Mills,15:45,1,7,.143,1,6,.167,0,0,,0,1,1,2,0,0,1,2,3,-9
Drew Eubanks,13:07,1,2,.500,0,0,,0,0,,0,3,3,0,2,0,0,2,2,-5
Gorgui Dieng,6:12,0,0,,0,0,,2,2,1.000,1,1,2,0,0,0,1,2,2,-11
