Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Fred VanVleet,40:48,9,17,.529,4,11,.364,5,5,1.000,1,7,8,2,4,0,3,2,27,-4
Kyle Lowry,36:40,6,13,.462,2,7,.286,3,3,1.000,0,4,4,8,0,2,1,0,17,-25
Pascal Siakam,35:46,9,18,.500,1,3,.333,2,3,.667,3,7,10,3,1,1,2,5,21,-14
Norman Powell,35:20,8,18,.444,1,8,.125,2,3,.667,0,2,2,3,1,0,3,3,19,-23
Stanley Johnson,16:30,0,2,.000,0,2,.000,0,0,,0,3,3,0,0,0,1,3,0,-4
Chris Boucher,22:22,1,7,.143,0,4,.000,2,3,.667,2,8,10,0,0,2,1,3,4,-7
Paul Watson,22:09,2,4,.500,2,4,.500,0,0,,0,2,2,0,0,0,0,4,6,-8
Malachi Flynn,14:03,0,2,.000,0,1,.000,0,0,,0,1,1,3,0,0,1,0,0,+4
DeAndre' Bembry,6:32,1,4,.250,0,0,,1,2,.500,1,1,2,0,0,0,0,1,3,+4
Aron Baynes,5:42,1,2,.500,0,0,,0,0,,1,1,2,0,0,0,1,2,2,-8
Patrick McCaw,4:08,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-5
