Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Dennis Schröder,35:17,2,10,.200,1,2,.500,10,12,.833,1,3,4,7,2,0,0,1,15,-6
Kyle Kuzma,33:46,6,14,.429,4,8,.500,0,0,,2,8,10,7,1,0,6,4,16,-16
Markieff Morris,27:05,6,14,.429,3,8,.375,1,1,1.000,1,4,5,1,0,0,1,3,16,-24
Kentavious Caldwell-Pope,21:30,1,7,.143,1,3,.333,0,0,,0,0,0,3,0,0,1,2,3,-11
Devontae Cacok,13:15,2,5,.400,0,0,,0,0,,1,1,2,0,1,1,0,2,4,-2
Montrezl Harrell,33:58,5,10,.500,0,0,,8,12,.667,1,5,6,0,0,2,2,1,18,-18
Alex Caruso,24:01,3,5,.600,2,2,1.000,2,5,.400,0,3,3,2,2,0,0,0,10,-13
Wesley Matthews,20:32,5,9,.556,4,8,.500,0,0,,0,2,2,1,1,0,0,3,14,+1
Talen Horton-Tucker,19:27,2,5,.400,1,2,.500,0,0,,0,1,1,4,2,0,2,0,5,-11
Alfonzo McKinnie,7:53,3,5,.600,2,4,.500,0,0,,0,1,1,0,0,0,0,1,8,+5
Kostas Antetokounmpo,3:16,1,1,1.000,0,0,,0,0,,0,0,0,0,1,1,1,0,2,+10
