Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Stephen Curry,37:08,.493,.483,.552,.034,5.0,14.7,9.4,44.7,0.0,0.0,3.3,33.7,112,122,3.1
Kelly Oubre,36:30,.617,.639,.333,.389,7.6,12.0,9.6,4.0,5.0,0.0,4.5,24.9,117,111,4.9
Draymond Green,33:35,.600,.600,.400,.000,2.7,16.2,8.9,29.8,1.4,0.0,37.5,9.8,114,118,-3.2
Andrew Wiggins,32:13,.518,.500,.267,.067,5.7,6.8,6.2,8.4,2.8,0.0,20.6,24.8,86,117,-8.3
Juan Toscano-Anderson,24:59,.583,.583,.333,.000,3.7,17.5,10.0,19.1,0.0,0.0,14.3,11.5,121,121,-3.4
Damion Lee,20:31,1.000,1.000,.600,.000,0.0,26.6,12.2,0.0,2.2,0.0,16.7,12.0,129,114,2.0
Eric Paschall,14:25,.425,.400,.000,.400,0.0,15.1,6.9,33.9,0.0,0.0,0.0,16.8,116,122,-1.4
Mychal Mulder,14:17,.727,.750,1.000,.333,0.0,22.9,10.5,18.7,0.0,0.0,0.0,19.8,141,120,8.6
Kent Bazemore,13:36,.375,.375,.750,.000,0.0,24.1,11.0,24.9,0.0,0.0,20.0,15.1,87,120,-6.3
Brad Wanamaker,12:46,.820,.750,.000,.500,0.0,25.6,11.7,10.8,0.0,0.0,17.0,19.0,133,120,-3.1
