Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ben Simmons,34:34,.585,.545,.091,.727,3.9,10.7,7.4,34.1,4.2,2.2,6.4,20.0,133,113,7.0
Tobias Harris,33:47,.727,.706,.176,.118,0.0,18.2,9.5,14.5,1.4,4.6,5.3,24.8,137,116,8.5
Joel Embiid,33:18,.576,.500,.207,.379,8.0,40.7,25.0,11.0,0.0,4.6,5.6,47.8,114,114,6.4
Danny Green,30:36,.717,.625,.750,.500,0.0,4.0,2.1,0.0,1.6,0.0,17.0,8.5,115,122,-5.6
Seth Curry,25:04,.500,.500,.600,.000,5.3,4.9,5.1,4.7,0.0,0.0,16.7,10.6,97,125,-8.4
Shake Milton,25:13,.938,.938,.500,.000,0.0,4.9,2.5,22.7,1.9,3.1,11.1,15.9,164,119,10.4
Furkan Korkmaz,22:48,.571,.571,.714,.286,0.0,16.2,8.4,16.3,4.2,0.0,0.0,15.4,125,113,4.6
Matisse Thybulle,19:49,.250,.250,.250,.000,0.0,6.2,3.2,0.0,0.0,7.8,33.3,13.5,32,119,-14.2
Mike Scott,14:42,.750,.750,1.000,.000,0.0,16.7,8.7,7.8,0.0,5.3,33.3,9.1,102,119,-2.5
Rayjon Tucker,0:09,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,126,-8.3
