Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Gordon Hayward,32:55,4,11,.364,3,5,.600,8,8,1.000,1,4,5,4,0,0,2,0,19,+12
LaMelo Ball,31:51,7,18,.389,7,12,.583,3,4,.750,1,6,7,10,0,0,4,4,24,+29
Terry Rozier,27:10,6,14,.429,3,8,.375,0,0,,0,3,3,4,1,0,0,3,15,+9
Cody Zeller,26:13,5,6,.833,0,0,,0,0,,2,5,7,1,0,0,1,2,10,+8
P.J. Washington,25:00,1,4,.250,1,2,.500,0,0,,0,5,5,3,0,1,2,1,3,+11
Miles Bridges,27:02,8,12,.667,2,5,.400,1,1,1.000,3,7,10,0,0,0,0,0,19,+11
Caleb Martin,26:35,3,8,.375,1,4,.250,0,0,,1,2,3,1,2,1,1,2,7,+14
Malik Monk,25:59,6,11,.545,2,5,.400,0,0,,1,3,4,5,2,2,2,1,14,+7
Bismack Biyombo,10:24,2,2,1.000,0,0,,0,0,,1,2,3,0,0,2,1,2,4,+16
Cody Martin,3:27,1,2,.500,0,0,,0,0,,1,3,4,0,0,0,1,0,2,+3
Nick Richards,3:23,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,0,2,+5
