Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CHI,0,240,40,85,.471,6,24,.250,11,17,.647,8,31,39,22,11,0,13,22,97
ATL,1,240,37,74,.500,14,36,.389,20,26,.769,6,38,44,19,11,5,14,21,108
