Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Zach LaVine,35:17,8,17,.471,1,5,.200,8,12,.667,1,2,3,5,0,0,2,1,25,+1
Nikola Vučević,32:22,10,17,.588,1,4,.250,1,2,.500,1,12,13,2,2,2,1,2,22,+12
Tomáš Satoranský,30:48,8,10,.800,2,3,.667,1,1,1.000,0,1,1,11,2,0,2,1,19,+8
Patrick Williams,30:39,4,5,.800,1,2,.500,2,4,.500,1,2,3,1,0,0,0,0,11,0
Thaddeus Young,21:51,3,8,.375,0,0,,6,6,1.000,0,5,5,5,0,1,1,2,12,+12
Troy Brown,28:12,2,6,.333,1,3,.333,1,1,1.000,3,4,7,1,0,0,0,2,6,-2
Daniel Theis,23:53,4,6,.667,2,3,.667,0,2,.000,0,3,3,2,0,0,1,2,10,-4
Lauri Markkanen,23:00,3,6,.500,0,1,.000,2,2,1.000,0,5,5,0,0,0,1,0,8,+8
Denzel Valentine,10:40,1,3,.333,0,1,.000,0,0,,0,0,0,1,0,0,1,1,2,+3
Ryan Arcidiacono,3:18,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,+2
