Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
NOP,240,.623,.576,.337,.304,37.5,76.9,59.8,66.0,7.3,12.5,7.9,100.0,135.1,105.0
HOU,240,.504,.489,.473,.231,23.1,62.5,40.2,63.2,5.2,6.6,10.7,100.0,105.0,135.1
