Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Bam Adebayo,36:29,8,12,.667,0,0,,3,4,.750,2,9,11,2,4,0,3,3,19,-8
Duncan Robinson,33:27,1,8,.125,1,8,.125,2,4,.500,0,6,6,3,1,0,2,1,5,+4
Tyler Herro,29:12,5,11,.455,1,4,.250,0,0,,0,3,3,2,0,0,0,0,11,-16
Jimmy Butler,26:49,0,6,.000,0,0,,2,3,.667,1,2,3,2,2,0,3,1,2,-18
Andre Iguodala,13:04,1,5,.200,1,3,.333,0,0,,0,2,2,0,1,0,0,3,3,-7
Kelly Olynyk,28:42,3,10,.300,2,7,.286,0,0,,0,3,3,2,2,2,0,3,8,+9
Goran Dragić,28:36,3,11,.273,0,6,.000,4,4,1.000,0,5,5,7,0,0,4,4,10,-1
Avery Bradley,17:38,5,8,.625,2,4,.500,3,4,.750,0,1,1,1,0,0,0,5,15,+1
Precious Achiuwa,11:59,3,4,.750,0,0,,4,6,.667,2,4,6,1,0,0,1,0,10,-5
Maurice Harkless,7:37,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,3,0,-5
Kendrick Nunn,6:27,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-4
