Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Darius Bazley,33:36,7,18,.389,1,10,.100,4,4,1.000,0,7,7,2,1,0,3,1,19,-9
Luguentz Dort,32:10,9,20,.450,3,8,.375,5,8,.625,1,5,6,2,3,1,3,4,26,-12
Théo Maledon,29:51,3,14,.214,1,9,.111,1,2,.500,4,4,8,2,3,0,3,5,8,-16
Moses Brown,24:15,5,9,.556,0,0,,2,3,.667,4,4,8,0,0,2,1,2,12,-19
Isaiah Roby,22:11,4,9,.444,1,3,.333,0,0,,2,2,4,2,0,2,1,1,9,-14
Kenrich Williams,25:34,0,3,.000,0,2,.000,0,0,,2,4,6,4,2,0,2,3,0,+13
Tony Bradley,22:31,4,6,.667,0,0,,3,3,1.000,2,5,7,1,2,2,4,1,11,+13
Sviatoslav Mykhailiuk,20:53,4,9,.444,0,3,.000,1,2,.500,0,3,3,0,1,1,1,2,9,+3
Ty Jerome,18:54,3,8,.375,1,4,.250,2,2,1.000,0,2,2,3,0,0,1,3,9,+9
Jaylen Hoard,10:05,0,1,.000,0,0,,1,2,.500,3,2,5,3,1,0,2,1,1,+2
