Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
De'Aaron Fox,34:54,7,14,.500,3,7,.429,7,8,.875,1,3,4,7,1,2,5,2,24,-3
Buddy Hield,34:41,4,14,.286,2,7,.286,4,6,.667,1,3,4,0,1,0,1,3,14,+1
Harrison Barnes,34:08,5,14,.357,0,2,.000,1,1,1.000,1,10,11,2,0,1,2,0,11,+2
Richaun Holmes,24:02,3,5,.600,0,0,,5,5,1.000,3,6,9,1,1,0,4,4,11,-1
Marvin Bagley,20:42,5,10,.500,0,1,.000,3,7,.429,6,5,11,1,0,0,3,3,13,-3
Tyrese Haliburton,26:09,1,4,.250,0,3,.000,0,0,,0,2,2,5,0,1,1,2,2,+6
Cory Joseph,19:08,1,8,.125,0,2,.000,1,2,.500,0,3,3,1,0,1,1,2,3,-2
Nemanja Bjelica,15:39,5,6,.833,0,0,,2,2,1.000,1,0,1,2,0,1,0,3,12,+8
Glenn Robinson,15:21,4,6,.667,0,1,.000,0,0,,0,3,3,0,0,1,0,1,8,+4
Hassan Whiteside,15:16,4,5,.800,0,0,,0,2,.000,2,6,8,1,1,2,1,2,8,+3
