Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Shai Gilgeous-Alexander,43:31,.795,.763,.263,.211,0.0,13.2,6.1,37.9,1.0,0.0,4.6,20.9,159,111,10.5
Luguentz Dort,39:47,.626,.600,.733,.267,2.5,20.3,10.7,0.0,6.9,3.0,5.6,18.7,116,94,7.8
George Hill,32:53,.313,.273,.455,.364,3.0,3.5,3.2,11.2,0.0,0.0,0.0,16.3,81,116,-11.4
Darius Bazley,27:33,.338,.292,.250,.250,0.0,20.9,9.6,9.1,3.3,0.0,23.1,26.3,58,104,-12.0
Isaiah Roby,25:41,.543,.542,.250,.167,0.0,17.9,8.3,17.4,0.0,0.0,0.0,21.0,115,112,-2.4
Kenrich Williams,27:18,1.017,1.083,.167,.333,3.6,16.9,9.7,10.7,3.3,0.0,0.0,10.6,206,105,10.5
Mike Muscala,27:03,.533,.444,.778,.333,7.3,17.0,11.8,0.0,0.0,4.4,8.8,17.5,106,111,-4.1
Théo Maledon,14:51,.625,.625,.625,.000,0.0,23.3,10.7,21.2,0.0,0.0,20.0,28.2,99,112,-1.9
Hamidou Diallo,13:59,.145,.167,.167,.333,7.0,16.5,11.4,25.7,3.3,0.0,22.5,26.6,49,105,-16.8
Aleksej Pokusevski,12:24,.357,.357,.571,.000,7.9,18.6,12.8,10.8,0.0,0.0,0.0,23.6,86,113,-7.4
