Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
IND,0,240,35,89,.393,15,46,.326,27,29,.931,8,32,40,26,8,6,8,22,112
BOS,1,240,42,82,.512,9,22,.409,25,29,.862,7,38,45,24,3,6,11,20,118
