Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Paul George,37:38,7,21,.333,2,10,.200,0,0,,1,6,7,7,0,1,3,3,16,-2
Kawhi Leonard,37:17,10,21,.476,2,6,.333,3,4,.750,4,5,9,3,2,0,0,0,25,-7
Nicolas Batum,30:27,3,6,.500,2,4,.500,0,0,,0,6,6,2,0,0,0,2,8,-7
Serge Ibaka,26:45,6,13,.462,3,7,.429,0,0,,2,9,11,0,1,2,0,3,15,-2
Patrick Beverley,25:41,2,8,.250,1,6,.167,0,0,,3,0,3,2,1,0,1,4,5,-19
Lou Williams,24:47,5,11,.455,1,3,.333,3,3,1.000,0,2,2,4,1,0,2,1,14,+12
Marcus Morris,23:06,4,11,.364,3,8,.375,0,0,,1,4,5,0,0,0,0,2,11,-7
Ivica Zubac,16:18,1,3,.333,0,0,,0,0,,0,2,2,0,1,0,2,3,2,+3
Terance Mann,14:51,2,3,.667,0,0,,0,0,,2,2,4,2,0,0,0,1,4,+3
Reggie Jackson,3:10,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,+1
