Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Paul George,37:38,.381,.381,.476,.000,2.4,17.4,9.2,28.7,0.0,2.7,12.5,28.3,86,113,-2.8
Kawhi Leonard,37:17,.549,.524,.286,.190,9.7,14.6,11.9,14.2,2.7,0.0,0.0,27.1,126,110,11.3
Nicolas Batum,30:27,.667,.667,.667,.000,0.0,21.5,9.8,8.9,0.0,0.0,0.0,8.8,144,114,0.8
Serge Ibaka,26:45,.577,.577,.538,.000,6.8,36.7,20.3,0.0,1.9,7.6,0.0,21.6,123,101,8.0
Patrick Beverley,25:41,.313,.313,.750,.000,10.6,0.0,5.8,10.3,2.0,0.0,11.1,15.6,86,115,-6.4
Lou Williams,24:47,.568,.500,.273,.273,0.0,8.8,4.0,25.6,2.1,0.0,14.0,25.7,111,113,3.0
Marcus Morris,23:06,.500,.500,.727,.000,3.9,18.9,10.7,0.0,0.0,0.0,0.0,21.1,108,115,-0.7
Ivica Zubac,16:18,.333,.333,.000,.000,0.0,13.4,6.1,0.0,3.1,0.0,40.0,13.6,39,109,-14.4
Terance Mann,14:51,.667,.667,.000,.000,12.2,14.7,13.3,19.3,0.0,0.0,0.0,9.0,165,116,5.3
Reggie Jackson,3:10,,,,,0.0,0.0,0.0,0.0,16.1,0.0,,0.0,0,83,11.7
