Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHO,1,240,48,79,.608,10,25,.400,14,17,.824,4,28,32,25,8,3,13,24,120
PHI,0,240,38,73,.521,7,17,.412,28,33,.848,8,27,35,19,7,1,13,15,111
