Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
LAC,1,240,43,84,.512,10,33,.303,24,25,.960,9,39,48,21,8,7,13,19,120
OKC,0,240,41,87,.471,14,42,.333,10,13,.769,4,25,29,24,8,1,11,21,106
