Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHI,0,240,31,82,.378,7,31,.226,25,34,.735,10,31,41,15,11,4,17,20,94
MIL,1,240,49,95,.516,18,40,.450,16,24,.667,16,39,55,33,10,4,15,28,132
