Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Andrew Wiggins,33:54,.672,.643,.357,.143,0.0,5.1,2.9,10.2,0.0,6.0,21.2,24.0,96,89,-2.1
Stephen Curry,30:22,.575,.543,.739,.304,0.0,14.1,8.0,31.9,1.5,0.0,13.3,42.6,98,87,5.7
Draymond Green,29:18,.666,.600,.400,.800,0.0,32.2,18.2,38.5,1.6,0.0,12.9,11.4,147,80,4.3
Kent Bazemore,28:41,.429,.429,.714,.000,3.9,26.9,16.9,14.1,3.2,3.6,12.5,12.0,93,76,2.1
Kevon Looney,24:32,.475,.600,.000,.600,4.6,14.0,9.9,23.6,0.0,0.0,13.7,12.8,105,89,-3.6
Juan Toscano-Anderson,34:21,.615,.500,.250,.500,3.2,12.5,8.5,15.4,5.3,14.9,38.1,9.9,101,70,7.1
Jordan Poole,25:01,.581,.500,.667,.500,0.0,10.3,5.8,39.1,3.6,0.0,6.4,26.9,121,83,7.8
Mychal Mulder,23:23,.944,.944,.778,.000,4.8,14.7,10.4,0.0,0.0,0.0,10.0,18.4,136,89,7.5
Nico Mannion,5:14,.500,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,89,95,-8.3
Alen Smailagić,5:14,.000,.000,.000,.000,0.0,49.1,27.8,0.0,0.0,0.0,25.0,32.9,0,77,-37.2
