Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Brandon Ingram,38:20,.556,.447,.526,.526,2.7,10.7,6.2,28.1,1.4,0.0,0.0,26.1,144,136,7.2
Zion Williamson,35:43,.574,.500,.000,.300,8.8,19.2,13.3,15.2,0.0,5.5,4.2,28.3,133,133,4.5
Eric Bledsoe,31:25,.268,.167,1.000,.556,3.3,17.5,9.4,7.9,0.0,0.0,0.0,15.2,86,137,-12.5
Lonzo Ball,31:20,.591,.591,.636,.000,6.7,8.8,7.6,14.2,0.0,0.0,31.3,21.8,92,139,-9.4
Steven Adams,29:52,.707,.714,.000,.714,31.4,13.8,23.8,10.1,0.0,0.0,9.8,14.6,154,138,3.1
Josh Hart,23:26,.571,.571,.286,.000,0.0,17.6,7.6,25.8,0.0,0.0,22.2,16.4,106,137,-6.2
Kira Lewis,16:40,.556,.556,.556,.000,0.0,0.0,0.0,20.2,12.6,0.0,10.0,25.6,116,112,14.5
Willy Hernangómez,16:39,.000,.000,.000,.000,0.0,32.9,14.2,0.0,0.0,0.0,0.0,2.6,0,134,-11.2
Nickeil Alexander-Walker,8:45,1.000,1.000,.000,.000,11.9,15.7,13.5,0.0,0.0,0.0,0.0,14.7,203,138,8.1
J.J. Redick,7:50,.410,.250,.500,.500,13.3,17.5,15.1,0.0,0.0,0.0,0.0,26.6,114,137,-8.9
