Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
BOS,0,240,38,94,.404,17,42,.405,11,16,.688,15,39,54,21,6,6,19,20,104
BRK,1,240,37,86,.430,11,32,.344,24,28,.857,6,41,47,26,12,7,11,19,109
