Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Trae Young,35:48,9,14,.643,4,8,.500,11,12,.917,0,3,3,7,2,0,4,2,33,+15
Bogdan Bogdanović,35:45,6,15,.400,3,9,.333,0,0,,1,5,6,5,1,1,1,3,15,+17
John Collins,30:55,5,10,.500,2,5,.400,1,1,1.000,2,8,10,1,4,1,3,3,13,+13
Clint Capela,29:47,8,9,.889,0,0,,4,9,.444,2,9,11,0,0,2,0,3,20,+19
Tony Snell,21:20,1,2,.500,1,2,.500,0,0,,0,0,0,1,2,0,1,2,3,+24
Kevin Huerter,25:30,2,9,.222,2,5,.400,0,0,,0,3,3,1,1,1,1,3,6,-11
Danilo Gallinari,21:44,3,6,.500,1,4,.250,2,2,1.000,0,5,5,1,1,0,1,2,9,-3
Onyeka Okongwu,13:34,2,2,1.000,0,0,,0,0,,1,2,3,0,0,0,1,3,4,-7
Lou Williams,12:54,1,4,.250,1,1,1.000,2,2,1.000,0,2,2,3,0,0,2,0,5,-6
Solomon Hill,12:43,0,3,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,0,0,-6
