Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Anthony Edwards,41:21,10,19,.526,2,9,.222,3,3,1.000,2,4,6,3,0,1,5,4,25,-1
Jarred Vanderbilt,35:36,4,5,.800,0,0,,0,0,,1,10,11,1,5,2,0,4,8,+9
Ricky Rubio,32:43,6,12,.500,1,4,.250,3,4,.750,1,2,3,9,2,0,3,3,16,+12
Karl-Anthony Towns,30:44,8,16,.500,2,6,.333,9,11,.818,0,6,6,4,0,0,4,5,27,+9
D'Angelo Russell,25:52,6,12,.500,4,7,.571,1,3,.333,2,1,3,4,0,0,0,0,17,+3
Juan Hernangómez,23:32,3,11,.273,1,7,.143,1,5,.200,2,3,5,0,0,0,1,1,8,-12
Naz Reid,17:45,3,5,.600,0,2,.000,0,0,,1,5,6,1,0,0,2,4,6,-16
Jordan McLaughlin,15:17,0,2,.000,0,1,.000,2,2,1.000,0,0,0,4,0,0,0,0,2,-21
Josh Okogie,9:58,1,2,.500,0,1,.000,1,2,.500,0,0,0,1,0,1,1,1,3,-22
Jaylen Nowell,7:12,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,2,0,-6
