Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
OKC,1,240,38,81,.469,9,26,.346,21,33,.636,10,37,47,17,8,4,16,14,106
DAL,0,240,51,96,.531,16,44,.364,9,13,.692,8,35,43,30,11,3,8,21,127
