Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Anthony Davis,34:50,16,27,.593,0,3,.000,3,4,.750,3,6,9,1,2,1,3,1,35,0
LeBron James,34:08,9,15,.600,1,4,.250,9,14,.643,1,8,9,8,2,0,5,2,28,+8
Marc Gasol,27:35,2,5,.400,2,5,.400,0,0,,0,3,3,1,0,1,1,3,6,-7
Dennis Schröder,21:38,1,4,.250,0,2,.000,0,0,,0,3,3,3,0,0,4,4,2,-2
Kentavious Caldwell-Pope,19:51,1,2,.500,1,2,.500,0,0,,0,1,1,2,1,0,3,0,3,-5
Kyle Kuzma,32:23,8,14,.571,2,8,.250,2,2,1.000,5,4,9,2,1,0,0,1,20,+21
Wesley Matthews,22:31,0,2,.000,0,2,.000,3,3,1.000,0,1,1,2,1,1,0,1,3,+16
Alex Caruso,20:16,1,4,.250,0,3,.000,0,0,,0,3,3,6,2,0,1,2,2,+24
Montrezl Harrell,16:08,4,8,.500,0,0,,6,10,.600,4,3,7,0,0,1,0,0,14,+15
Talen Horton-Tucker,6:24,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,1,1,0,-6
Alfonzo McKinnie,2:08,1,2,.500,0,1,.000,0,0,,0,1,1,0,0,0,0,1,2,-7
Quinn Cook,2:08,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,-7
