Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Zach LaVine,35:40,13,28,.464,4,12,.333,0,1,.000,0,7,7,6,0,1,1,2,30,-3
Nikola Vučević,27:29,7,13,.538,2,3,.667,2,2,1.000,2,3,5,5,0,3,2,3,18,-14
Patrick Williams,26:20,0,3,.000,0,1,.000,0,0,,0,1,1,0,2,1,2,2,0,-13
Tomáš Satoranský,25:53,4,7,.571,0,2,.000,2,3,.667,0,0,0,6,0,1,1,2,10,-11
Thaddeus Young,20:24,4,7,.571,0,0,,1,2,.500,2,6,8,3,1,2,3,1,9,-1
Daniel Theis,28:32,5,10,.500,2,6,.333,1,2,.500,1,6,7,3,3,0,1,1,13,+3
Coby White,23:02,4,8,.500,1,4,.250,2,2,1.000,0,0,0,2,3,0,3,4,11,+7
Troy Brown,21:33,6,7,.857,3,3,1.000,0,0,,2,5,7,2,1,0,0,4,15,+7
Lauri Markkanen,18:47,3,4,.750,2,3,.667,0,1,.000,1,1,2,1,0,0,0,0,8,+6
Denzel Valentine,12:20,1,5,.200,1,4,.250,0,0,,0,1,1,2,0,0,0,0,3,-1
