Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Russell Westbrook,38:38,.717,.625,.000,.500,12.4,43.1,29.3,52.5,1.1,1.6,38.1,15.1,138,113,9.9
Bradley Beal,37:21,.496,.479,.208,.208,6.4,7.9,7.2,15.8,2.2,1.6,16.0,30.9,95,120,-9.0
Rui Hachimura,31:19,.679,.658,.105,.105,3.8,18.8,12.1,6.9,0.0,1.9,9.1,25.9,121,122,-1.6
Raul Neto,23:42,.571,.500,.286,.286,0.0,0.0,0.0,28.5,1.7,2.5,0.0,12.3,147,123,2.8
Alex Len,17:03,.968,1.000,.000,1.250,0.0,11.5,6.3,0.0,2.4,0.0,0.0,13.5,200,120,1.3
Dāvis Bertāns,26:55,.583,.583,.917,.000,4.5,10.9,8.0,16.5,0.0,0.0,14.3,19.3,111,126,-4.9
Ish Smith,17:31,.813,.813,.125,.000,6.9,5.6,6.2,5.9,2.3,0.0,0.0,16.9,159,122,4.7
Chandler Hutchison,16:23,.825,.786,.143,.286,0.0,0.0,0.0,18.2,7.4,0.0,0.0,17.8,170,112,15.2
Robin Lopez,15:45,.698,.714,.000,.286,0.0,6.2,3.4,6.4,0.0,0.0,0.0,18.5,137,127,-3.1
Daniel Gafford,15:11,.952,1.000,.000,.286,0.0,12.9,7.1,0.0,2.7,11.9,11.3,21.7,150,110,9.0
Cassius Winston,0:12,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,129,-9.8
