Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Kyrie Irving,33:31,7,17,.412,1,4,.250,0,0,,3,8,11,8,1,2,4,2,15,+19
Joe Harris,33:09,3,10,.300,3,9,.333,0,0,,1,3,4,6,0,0,0,2,9,+6
Jeff Green,30:40,8,17,.471,5,12,.417,0,0,,0,8,8,2,2,0,1,1,21,+21
LaMarcus Aldridge,29:30,4,10,.400,1,1,1.000,2,2,1.000,0,9,9,6,2,1,0,2,11,+22
Bruce Brown,29:11,7,10,.700,0,0,,0,0,,3,3,6,0,2,1,1,2,14,+28
Tyler Johnson,21:43,5,7,.714,5,7,.714,0,0,,0,3,3,1,0,0,2,0,15,+3
Landry Shamet,21:15,6,10,.600,5,7,.714,0,0,,0,1,1,2,0,0,3,2,17,+6
Timothé Luwawu-Cabarrot,15:06,0,2,.000,0,2,.000,0,0,,0,1,1,4,1,0,0,2,0,+6
Nicolas Claxton,13:38,1,2,.500,0,0,,1,2,.500,4,3,7,3,0,0,2,3,3,-4
Chris Chiozza,4:15,0,1,.000,0,1,.000,0,0,,0,0,0,2,0,0,1,0,0,+1
Reggie Perry,4:01,2,4,.500,0,2,.000,0,0,,1,0,1,0,0,1,1,2,4,+1
Alize Johnson,4:01,1,1,1.000,0,0,,0,0,,1,4,5,0,0,0,0,0,2,+1
