Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kyrie Irving,33:31,.441,.441,.235,.000,9.5,21.2,15.9,33.7,1.5,6.0,19.0,27.9,100,92,-0.4
Joe Harris,33:09,.450,.450,.900,.000,3.2,8.0,5.9,21.9,0.0,0.0,0.0,13.4,129,105,-1.6
Jeff Green,30:40,.618,.618,.706,.000,0.0,23.2,12.6,9.9,3.4,0.0,5.6,26.1,117,90,6.3
LaMarcus Aldridge,29:30,.506,.450,.100,.200,0.0,27.1,14.8,26.0,3.5,3.4,0.0,16.4,135,86,4.8
Bruce Brown,29:11,.700,.700,.000,.000,11.0,9.1,10.0,0.0,3.5,3.4,9.1,16.8,130,94,2.6
Tyler Johnson,21:43,1.071,1.071,1.000,.000,0.0,12.3,6.7,6.7,0.0,0.0,22.2,18.5,128,103,10.2
Landry Shamet,21:15,.850,.850,.700,.000,0.0,4.2,2.3,14.8,0.0,0.0,23.1,27.3,112,107,5.0
Timothé Luwawu-Cabarrot,15:06,.000,.000,1.000,.000,0.0,5.9,3.2,28.9,3.4,0.0,0.0,5.9,110,98,-1.6
Nicolas Claxton,13:38,.521,.500,.000,1.000,31.3,19.6,24.9,26.1,0.0,0.0,41.0,15.9,117,100,-3.5
Chris Chiozza,4:15,.000,.000,1.000,.000,0.0,0.0,0.0,51.3,0.0,0.0,50.0,21.0,61,109,-18.6
Reggie Perry,4:01,.500,.500,.500,.000,26.6,0.0,12.1,0.0,0.0,24.9,20.0,55.4,85,92,-20.6
Alize Johnson,4:01,1.000,1.000,.000,.000,26.6,88.5,60.4,0.0,0.0,0.0,0.0,11.1,216,69,13.4
